,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8,Factor9,Factor10
Prot__A0A0C4DH29,0.14235862405957186,-7.279372190175283e-05,0.4618886429303184,0.033247779769861416,-0.0001496965214901971,-0.36302025887446693,-0.050364839118846115,-0.0908080115037446,0.004618687431957662,0.0014776263015409256
Prot__A0A0C4DH31,0.11759432205676812,0.00034488965418080336,0.2743625010257725,0.024964727520466936,-0.2403857021335688,-0.7520600672737175,-0.012198306389678436,-0.19347121081130264,-0.007169361783587602,0.0015615444269770564
Prot__A0A0C4DH34,-0.21511500435980344,0.0007308601643580214,0.10977166921462278,-0.001006170157773927,-0.6837292330153115,-0.03896022827175368,0.004310757738130346,0.032016257127158596,-0.006969276129166936,-0.007448124028465149
Prot__A0A0C4DH38,-0.16612671163738266,0.00039720278908095545,0.4140500077899951,-0.0085633735098937,-0.6961571098218062,-0.09833046908798171,0.0037000127595357086,-0.8521939567476304,-0.013081194324738784,-0.00361512094606017
Prot__A0A0C4DH43,-0.09525523791176799,0.000316725309040083,0.3100394921298232,0.028132234264928342,-0.6497722528119327,-0.016804318828557797,-0.0440557509187783,-0.2746003542793021,-0.013254993670563727,0.009540000181101706
Prot__A0A0C4DH68,-0.18275600741346865,-1.7073180125935354e-05,0.2838912795379277,0.01831542677213543,-0.22066039882786903,-0.04929176631746917,-0.0345718119569876,-0.040808493688192025,-0.010559229296884864,-0.005682868474679252
Prot__A0A0C4DH72,0.008731888953533657,0.0007232263798498102,0.15532897562838552,0.0196430795485282,-0.2315787047374145,-0.24891563283218354,-0.0379138847239444,-0.38961025239314995,-0.019159038938277986,0.0019040390634746476
Prot__A0A0U1RRL7,0.1889586964900354,0.0004600726047189411,-0.1284797790637083,0.011944099159589277,0.486738305030036,-0.029088239882125166,-0.03618360085339117,-0.0910344717916933,0.029601646818742992,0.01814261753960931
Prot__A0AV96,-0.8659020660177694,0.000564645511979379,-0.3969570881225237,-0.01354820998458487,-0.7631187936971259,-0.036998336151675526,0.014422068330269315,0.07589559436063088,0.012600483535500978,-0.003725305069726174
Prot__A0AVT1,-0.811078259851943,8.886324226833409e-05,0.08536321438633114,0.02568372626212922,-1.6984978050848345,0.018806429633888105,0.04812728224475819,-0.04432750682221632,0.014326537167804446,0.0038031150950590896
Prot__A0FGR8,0.25785632113234946,-0.00044221816405900404,-0.009554869750535327,0.06853535208902585,0.25576185745180186,-0.011104162781270768,0.04744260125364689,0.05266967037855891,0.0067961579784657205,-0.0017362319362596637
Prot__A0MZ66,-0.8132378312667304,-0.0009394392308345955,-0.42284143702078153,0.008059464446925547,-1.0277086697478006,-0.022292171381280843,0.0005118296077730602,0.07604646480395191,0.035306836312844855,0.0008150065437382213
Prot__A0PJW6,-0.009499965889055901,0.0005743933051425023,0.1044173873041978,-0.013415805821245038,0.7952451198450273,-0.006195447079761875,0.11102494810469588,-0.015977758856489083,-0.005305445128910634,-0.015713397809221836
Prot__A0PK00,0.006576403804305513,-0.00010288175950836677,-0.09559331738800124,-0.017696712006121405,0.08114992272988848,-0.009606137528180389,0.06821858991396659,0.05428737156900486,-0.003184392538889907,0.010381071532237614
Prot__A1A4S6,0.5333775251928431,-0.00011407382162038908,0.04897559044081075,-0.010684751209238804,0.06509749893756739,0.06188141386926339,0.17247623979909804,0.085184847521422,-0.00265315387294549,-0.005062190255867366
Prot__A1IGU5,0.487265544864989,0.00040442247907574325,0.15409102098041114,0.008476019072811283,-0.12138150870571518,0.0023372922574870615,0.02124377074674907,0.08403433373092736,-0.03021149641422252,0.018768900429014145
Prot__A1L0T0,0.11335755894960634,0.0001460586877019972,-0.10528783929618503,-0.021606867276416596,0.7155116779926215,-0.018399929030328527,0.07500715872391617,0.044748794278552516,-0.013011252488441654,0.006872831998203248
Prot__A1L4H1,0.4705952339610092,0.0005627937843824011,0.007419751768985062,0.01387167307471568,-0.15362095364350856,0.6059048321873787,0.02794152543233791,0.5241170325646288,-0.005854978936612588,0.002335535661897693
Prot__A1X283,-0.8120209073570288,-0.0007560817114999924,0.6120876691797981,0.03231165639604312,-0.8426586670656022,0.16728451415487175,0.029397349417953807,0.11330503064338489,-0.01448618135165756,-0.009841529820946179
Prot__A2RRP1,0.01760111500896142,-0.0004883675526178985,-0.015317838199900189,0.0070780598529483684,0.4777207177988693,-0.03618219831382381,0.007500131914993632,0.03224066138702357,-0.0033865984466006824,0.006679936501884271
Prot__A3KMH1,-0.10748164880396367,-0.0005978375269679121,-0.03137322608009684,-0.0009070791199446285,0.3834511944600636,-0.6983018350282288,0.031639950782110834,-0.16954585208082917,-0.025152383704029172,-0.0031561708055351276
Prot__A3KN83,0.7375983672336375,-0.00019873263386587862,0.07926169848411264,-0.0031267810935376125,0.533872372092535,0.021113324628868387,0.03710880008665294,-0.18988812295219712,-0.004698934685769961,-0.0026837699122201956
Prot__A4D1E9,-0.6065895664964785,-6.632896314281426e-05,-0.43396200618932695,0.0685069043077525,0.46092446183765773,-0.012250768989960078,0.03984410505942398,0.06186333162371594,-0.002144642890860386,-0.0005627090939763369
Prot__A4D1P6,-0.01599501561000816,0.0007062926047437409,-0.33622464521932277,0.006595706736066862,-0.5338363566261177,0.4296105618511798,-0.01715505844992129,-0.24162388101549503,0.018944947824172127,-0.0018210931636401474
Prot__A5D8V6,-0.09392646905269031,0.0011033539554057509,-0.19472268819707267,-0.023821136603294317,-0.5200668063409907,0.4628740547742053,0.03463786805292235,-0.04526251070636695,-0.03319187225637342,0.0037642687732219685
Prot__A5PLL7,-0.2813627507166645,0.000511669969036318,0.2681450074229209,-0.02312127106947543,-0.1651194181695746,-0.04565211138882133,-0.03785260785731654,-0.040417560427473576,0.006518502702564761,-0.009736259574638528
Prot__A5PLN9,0.1280092425447117,-0.0007141768730533585,0.10112111851147938,0.00555329392608479,-0.2699307852064264,-0.4388407102722288,0.06201389620115702,-0.06620224331862044,0.007818042937497447,0.005058567323153473
Prot__A5YKK6,-0.28769396539401165,0.00033148729767389697,0.18835781213469185,-0.043688792110076556,-0.2665070992335981,0.015320957478814304,0.08202937023414011,0.0504948687358909,-0.022176641808826485,-0.005422997522907045
Prot__A6NC98,0.11435705775533547,0.00014274183638209343,0.29480592331296995,-0.012178448136598553,-0.6119720658009736,-0.09057566432677941,-0.01233914867863378,-0.27069169213045285,0.0029829584058573178,0.0045737740808310424
Prot__A6NDB9,-0.24335291832112044,-0.00012061885711384091,-0.3008591522048715,0.013485252007294009,0.2433674376380902,0.0012676372987646914,-0.0037715911181605945,-0.14142698258309042,0.001903199658795711,0.0038746018135671456
Prot__A6NDG6,-0.8638154841924084,-0.00019597666540855567,-0.215015638112138,-0.00923837583156292,-1.2226887247988953,0.004145759447571392,0.04060582331238406,0.005271637071266358,-0.025739264986291706,-0.00864367571085813
Prot__A6NDU8,-0.6392267039071475,0.0009193140099988013,-0.13602352297493847,-0.050381718000744015,-0.8519569432186836,-0.008548012202768959,0.0679084123003499,0.04674602767441035,-0.013363354113391668,0.005711860362223146
Prot__A6NFQ2,-0.13912466368726806,-0.0007515011752597894,-4.439880214429119e-05,-0.028414952146316914,-0.2957136924278877,0.016668877676014878,-0.017433408936855962,-0.2982496963680363,-0.010506071728880982,0.006690790754989104
Prot__A6NHL2,-0.27136219258537153,-0.0006273367760068529,0.15325699280976646,-0.047018966150745856,-0.26902166465260186,-0.07145073936040953,-0.010873262336253678,1.0602793741782481,0.02378795307279602,-7.631898391171867e-05
Prot__A6NHQ2,0.1463879737642375,-0.00016478139673686484,0.014470240651729901,-0.007176941356733022,0.7577470806637736,-0.07373797089702826,-0.002510352617140008,-0.05321283444493988,0.002647927106126077,0.001405093989269431
Prot__A6NHR9,-0.1721971026014352,-0.0005609689461874983,0.3698057208261582,-0.013174808057885378,0.36016792245287144,-0.43928175374388995,0.010678131252616834,-0.09880792645571738,-0.0005052067794667476,0.008547686951196707
Prot__A6NIH7,-0.33220179461957655,0.0010691019875550976,-0.33530681919512784,-0.037493426354642694,-1.0900090978944343,0.01555924644915514,0.01008873761851011,0.18237702371031084,0.01643907846057931,0.0013468678630165533
Prot__A6NMZ7,1.6082483921805037,0.000764350429925454,0.3041325825596218,-0.02093489244868125,0.608194449942712,0.25664411127217585,0.03546350214638067,-0.4908465511074559,0.03584992066547395,-0.0003557296478101695
Prot__A7E2V4,0.2170382824829725,0.00040932637604487043,0.16143945899946482,0.020539905954974833,0.10720529366382643,-0.03324240862388559,0.04557712676209913,-0.08244171868187793,0.0010579775388268825,-0.0018206598173542714
Prot__A8CG34,-0.030189230030610508,-0.00045925307948330716,0.06422970064028377,0.023144134796091054,0.34523337039075136,-0.018499434451885,0.007822564760460612,0.059521454484836686,0.010651383561698133,-0.003010813774504103
Prot__A8MWY0,0.1025912836752747,-0.00017966634526616634,-0.09938149180082854,0.04457807272516955,0.49023477444621827,-0.09812257758605504,-0.09654541986783532,-0.04163276026309661,0.005215347357651871,-0.0019268561276085314
Prot__A8MXV4,0.060356441595501215,0.0007254908200039834,0.04349776052887676,-0.04263553506260024,0.45387181941494315,-0.26510123732408314,0.02063407591676692,-0.03360295622487043,-0.05916865387584163,-0.005740470421545196
Prot__A8TX70,1.5968734930455881,0.0002004297114978583,0.09483324775181512,-0.06118394915471096,1.02202060673513,-0.029303407237630058,0.035990963252284944,0.058237886647134626,0.021289457235215227,-0.0003970365018080276
Prot__A9UHW6,-0.14418929729565572,-0.0005061926821495929,-0.16593208956396616,0.03139681877559965,-0.14982267387416082,0.032255713425043964,-0.0156001340325805,-0.37720295431326617,0.016755489847147274,-0.005978746156874745
Prot__B0I1T2,0.11666337990149936,0.0004054656032011866,-0.07833809300208175,-0.0015732598298571873,0.41943049128210447,0.02700202533682806,-0.04387022488576286,-1.4079225775890318,0.06426770132086397,0.001200852639891868
Prot__B2RUZ4,0.24235342259388204,-0.0011702807700511163,-0.4397467772318995,-0.050242400105625445,0.36632014777778543,-0.011286878681151111,0.006044123234577847,-0.14808075346571065,-0.011109681647080146,0.0032254301928199
Prot__B7ZAP0,0.018372555219908646,-0.00039728730955365703,-0.13814438317682393,0.03013187446958907,0.4644638709465431,0.12226540221450631,0.005880592538706701,0.14891980177467903,0.007071013892922147,-0.002876468823318766
Prot__B9A064;P0CG04,-0.19245672334189143,0.0012804841427890511,0.17035130594235462,-0.016978673057368023,-1.2699706284479846,-0.022961484834882584,-0.001022279650209976,-0.5626840461988571,-0.03004331704163311,0.0023815996154565623
Prot__C9J798,0.32142137446852453,0.00010822551316789296,0.2378210861111771,-0.0017251035004273061,0.595687330407283,0.006794802910760062,0.01810426751404536,0.0018303031720772111,-0.007523330037577377,0.006495965583229619
Prot__C9JLW8,-0.3498916955197754,0.0022325277576335932,0.10127471194875025,0.09232554533504453,-0.5767674209321203,0.023838843330005324,0.02280543156165882,-0.029365803972880727,0.00043840361668124055,0.007740255332494749
Prot__E9PAV3;Q13765,-0.43299965436930626,0.00047680201542130645,-0.01854963580682955,0.048168555519677546,-0.6243145590819275,0.0367803089459072,0.07376414271966039,-0.3037461279779337,-0.016913981347374894,-0.008631590817613582
Prot__E9PRG8,-0.33635693953473084,-7.278560903806536e-05,-0.26624479046657284,0.00658322617001694,-0.13856331699125773,0.003433613910487489,0.018168781262024352,-0.3231267152751082,-0.0176097285282618,0.013705831025245668
Prot__H7BZ55,0.40367624776525146,-0.0004144342716857176,-0.018575195151097026,0.0018716196150696614,0.12836472788128478,-0.051417385247110876,-0.005549086770749856,0.01289763052282122,0.012450480492785883,0.0010804814137196177
Prot__K7EJ46,-0.19744953053010195,0.0004639474828533112,-0.5230170722605604,-0.044266944824032824,0.3279291948653252,-0.07971353009326007,-0.014811329107704291,0.19162503449615834,-0.006193524973117527,-0.0009906483271600517
Prot__L0R6Q1,0.2826309825216034,0.0005248083641266998,-0.1991224415754942,-0.009899370679365643,-0.35583617960120184,0.05979389767907746,-0.02055600466884694,-0.10028184401692782,-0.01498524880812895,-0.009404586764728384
Prot__O00115,-0.5231781861671763,0.0004513087237765882,-0.199027267232948,0.024739823133926437,-0.7710145549490487,-0.01849759634527317,0.004745927269495146,-0.2073555077030108,0.001555554184345227,0.007582942913462859
Prot__O00116,-0.047732767897851504,7.991668712370526e-05,0.010272025799346584,-0.055093786364649774,0.5673271303381098,-0.1696591400132048,0.11285836897988728,-0.06503756011001408,0.029123779259448423,0.012072802734076635
Prot__O00139,-0.3289118397335714,0.0022063127822324205,0.009945862536505038,-0.04390975688303801,-0.2628935477682099,-0.0051554520799869516,-0.009248007026638092,-0.24847684508496887,0.029171161449590054,0.0057713201662235505
Prot__O00142,0.0948302422506407,0.0006397155191586673,-0.24839839772246355,0.06220383002578244,0.24894732935111988,-0.0033107483494508785,0.12389817172503116,-0.014235336499649287,-0.0018302064682920879,0.0011645765617396828
Prot__O00148,-0.5710703012217319,-0.0005188800901186047,0.176230760121134,0.010016049227851247,-0.34051120448760774,-0.014249582189222901,-0.01346288841959127,-0.07323854199903884,0.012941381804738387,-0.001326624205564779
Prot__O00151,0.15262364809031898,-0.0006444940460987163,-0.14162446354804115,0.02269787708141939,-0.013829502836362502,0.755419740858226,-0.07491770524564724,-0.011482411408552478,0.028067128384737777,0.0017601166042176925
Prot__O00154,-0.9376858743475229,-6.5247793198818e-06,0.2385290062199988,-0.03670666132529143,-0.3814407480159755,0.005029581934166618,-0.006682715785323344,-0.008203022584139245,-0.000125137237924738,-0.003264665253081983
Prot__O00159,0.8595494314196891,0.00012139039732327,-0.005815550874482041,0.0059020108616086135,0.5207597305677972,0.4096058744426134,-0.0009292089135175219,0.0042413282089935,-0.018665424367985548,-0.00795250496361099
Prot__O00160,0.2420794840819843,0.0003056989991981371,0.36667225791176167,-0.013425232994957568,0.09702898243807706,0.029370648568457367,0.023573806097895226,-0.6408487333041932,0.014629551318703093,-0.0014625245309261236
Prot__O00161,0.20006019545877285,0.0005597649800573641,0.0396639880178104,-0.03290951864499494,0.8390280649595383,0.03305501623770717,0.029082501532015224,-0.24482811861488146,0.028323674841512308,-0.01822439269407192
Prot__O00165,-0.20906328207253524,3.312875119832487e-05,-0.3326482156942099,-0.007760938312629725,0.12534164127446168,-0.05186280489928312,0.05867473145595839,-0.01244276287516572,0.010075349119410016,-0.0022269510671293806
Prot__O00170,-0.2617669775794909,-1.7716598531321074e-05,-0.0017739901168885071,0.006494167886303951,-0.38814097826073685,-0.01946800059733074,0.18972593136196356,-0.15985070516221356,0.0021391225867793766,-0.0011785738287443278
Prot__O00178,-0.3396245041429378,0.0009021810085949726,0.0035517445520219008,-0.0579422022797081,-0.8726579189066079,-0.017137549379912454,0.027159208833212396,-0.3321030849324395,-0.022130323213334864,0.010220065039611963
Prot__O00182,-0.16564725244021627,-0.0004614660777599576,-0.04378044071534923,0.0196177727289265,0.5650509522340854,0.0024406124889112066,0.014719876218004323,-0.9318229726859573,0.01414476285184739,-0.0193210630495674
Prot__O00186,0.3705285355720739,-0.0009267330752085297,-0.019178077560445927,-0.006524977535610742,0.3951930511886501,-0.017145666284622187,0.11513534826561658,0.05520616828216859,0.023544863535248896,0.0017810721937728004
Prot__O00192,0.36843688836296135,-5.697520696007768e-05,-0.3155044992170138,-0.03209377961421919,0.607480304955895,0.012102370401533858,0.059013536917416204,0.17303954275151376,-0.013359985754556847,0.002487043281553684
Prot__O00193,-0.5985633460099373,0.00013502162555172328,0.009672346228140236,-0.0025700804256021106,-1.1093519357301136,-0.03493858531690759,0.011297142897336269,-0.1797104314646128,0.003266926588141174,-0.0017272906203693232
Prot__O00194,0.08403816361212166,-0.0004032076742900593,-0.12242951277589115,-0.0219455917388438,0.4963932716222624,0.0068081697792213665,0.020927355575644766,0.23481062638341096,0.017449368580921443,0.0010744357503954095
Prot__O00203,-0.24108840914404778,0.0012503204345679577,-0.015876891414461403,-0.0009824449432521698,-0.5595007489152873,-0.06075310151739005,0.11490409107429013,-0.03835871446021245,0.0199013554815968,0.020163126195688108
Prot__O00214,0.09046010308499428,-0.00018994620410268798,0.024100288069368984,-0.05133330753117331,0.9522609431412544,0.017173960689414246,-0.017067021758945665,0.6125857309827174,0.014378323334517896,-0.009415846038202412
Prot__O00217,0.08132275153568906,0.0002577916714067136,-0.06345139836733298,0.06107631210316386,0.4732606778354484,-0.07086390085466103,0.004808546517150988,-0.5425329483968809,-0.00502411851045601,0.0020799691106687967
Prot__O00221,-0.4091984272314343,0.002379463476377558,0.008857512077572384,-0.026581491418878854,-0.22696582089536974,-0.04046359845823077,-0.030046944487830338,0.096287599315294,0.008868135271425243,-0.001531782527180817
Prot__O00231,-0.3240271722783386,0.0020835740193870748,0.1278678345679222,-0.022173644991972604,-0.5995076500510208,-0.06371244069427827,0.09802593791567693,0.008154021071207768,0.005547904696093782,0.009286662677153008
Prot__O00232,-0.36075402270889706,1.7292869053073062e-05,0.17265894644244997,-0.06155976590301054,-0.5315764180228238,-0.20363044581673853,0.02085940602178499,0.11959995820267234,-0.015680091385889224,-0.011170291844679959
Prot__O00233,-0.2688941643409826,-0.001285450372546671,0.0999080917178454,-0.004452736959108153,-0.8768423233485368,0.03468975661481585,0.011271489466082705,-0.05151253963653574,-0.010431189118836611,-0.013716180011116687
Prot__O00244,-0.5388772478594033,0.00027422598800280317,-0.24331800386926886,0.03767491057680588,-1.661686351400868,0.020836997728615664,-0.01270562949450547,0.003816043538037546,-0.010816368710445255,-0.012629963912638938
Prot__O00255,-0.037757616872632134,0.000474242210836805,0.006121154641679741,-0.0137788253264728,0.10016560942056721,0.12781178826471043,0.025883639759986476,0.015831261468420704,0.00035300004530829137,0.004625128274953481
Prot__O00258,0.11725370958908927,-0.0001023654924477324,-0.09802163799269153,-0.06426144377501054,0.5616825468244012,0.02284541489787233,0.017381286398972344,-0.04494727705570434,0.008970546974343518,-0.002482088193020249
Prot__O00264,0.00034111969328232865,3.0559017125063645e-05,-0.2673348227231616,0.003885643597819274,0.2720971216044304,-0.004019472653301568,-0.011640567279228043,0.3160169099286369,0.0004349398189309926,-0.0026098176343070083
Prot__O00267,-0.3116767832346033,-0.0003435401955288683,-0.09170781061502147,-0.0038100084453554545,-0.017905543420236394,0.032068838954439204,-0.027476236931481005,0.06149817218045213,-0.026152975785375433,-0.006526386047792085
Prot__O00268,0.019977532554414437,0.0004528649407188764,0.033507782552589134,-0.02033259384428381,0.6672224048115332,0.022636705411503068,-0.05796571488268226,-0.0011696412838437323,-0.010562002162802269,0.001047851941612154
Prot__O00273,-0.7322668750695509,0.000871078861663273,-0.12753398153796158,-0.036348336090799564,-1.3497699962446295,0.035486800521401886,0.0697773061549057,-0.10978429598685384,-0.020238123222790654,-0.0018438847149526954
Prot__O00291,0.37914720420649456,-0.0006120577297663776,-0.3717663738127824,-0.055604435733828235,0.33474082935746496,1.2288020642051252,-0.12070363209878608,0.05978304604720008,0.05961156744617494,-0.0005209089037490886
Prot__O00299,-0.4915302431230888,-0.001053558046128258,0.01067290903920208,-0.06607017357989921,-0.9626862222784014,0.052746802878585554,-0.05891418153491281,0.16502825965899603,0.0443493368963812,-0.008496379134144739
Prot__O00303,-0.08958972057654442,-3.3621852613983114e-05,0.06633439008150378,-0.0050262495640348605,-0.38380308500916416,0.003435659464180107,-0.04594119940931958,0.018521426560506975,-0.008249395970756307,-0.005361067468842901
Prot__O00330,0.12544384621828464,0.0005006753822221762,-0.1584967289932121,0.038404604080729376,0.7244877159865831,-0.011635356107442889,0.013889636212818954,0.14651333403636,-0.004161186812650028,-0.009946991998146106
Prot__O00339,0.935037673336109,0.0006031747902315488,0.022478068439290774,-0.02275112569921145,0.7383021750176278,0.25194502685538106,-0.019751112550279393,-0.024669304278926833,-0.010196025100468069,0.0031763999730313698
Prot__O00391,-0.09513807888284632,0.000574450849678166,0.0636245058643084,-0.09300013250709689,0.023024352704699762,0.5142346064759435,-0.002274952160101974,0.3068763238059952,-0.023920687030205213,0.005118592895797528
Prot__O00399,0.16656103660686,-0.0004754064285462496,0.2460669205545828,-0.006642018740870224,-0.9476883192345215,0.008035949215125108,0.05992212029566177,-0.2112867799073338,-0.026038112751438792,-0.01095974973318425
Prot__O00400,-0.298061697826443,-0.0006844475180006898,0.14609605537228082,-0.04834030298532724,0.49312838249335067,-0.010997090365172133,0.03220297763364386,-0.2143628543668818,-0.0025608560122815996,-0.010164017991250204
Prot__O00401,-0.14377205168059864,0.00034547880030965966,-0.3078132871164109,0.03242662235710067,-0.5553186220619575,0.07605384108158905,-0.03278280469674327,-0.007036079030351573,0.013552828356140615,0.0005369796757792203
Prot__O00410,-0.37340771603167333,-0.00045121327690356557,-0.028220457146224582,0.027977480229162598,-0.7087412350490424,-0.45631465399120436,0.009951541795108973,0.017986984439036166,0.005561264988873633,0.001669137981380442
Prot__O00422,-0.04356328485430188,0.0005269884302585592,-0.0489360901496822,0.028671581413904707,0.0669190176731407,0.10848596772172975,0.0037666712042385944,0.6846388714615695,-6.001011366614826e-06,-0.004995624354458651
Prot__O00423,0.4835751746958489,-0.0006107915079847686,-0.02166530508955838,0.0011741938520718335,-0.6028106260883018,-0.012387333361535944,-0.018125327151459744,0.2625906633232014,-0.019033808912000207,0.0012617134005419581
Prot__O00425,-0.5438932009546663,0.00028079792616142864,0.287968981039483,0.010845095776042368,-0.9769275997207095,0.02606506889898643,0.03010892484078222,0.2776824558664624,-0.011614964358759514,0.00503817382671406
Prot__O00429,-0.3821735876172064,0.0007182478449076061,0.13054142348570308,0.004400969437857227,-1.2203614405245968,-0.034902064759128736,0.045441807487638534,-0.03955976542391244,-0.1390083456445562,0.004813820188652684
Prot__O00442,-0.3819590361621653,0.000741301325557394,0.020860779595276612,-0.019972826931190776,-0.9737236570933624,-0.06235007715818365,-0.02087751221048953,-0.1604696471533099,0.008912904058683125,0.0066134226370883585
Prot__O00461,-0.02983573162473634,-0.0007806320748446003,0.053101855283086634,-0.006936572069274513,0.5021731979335754,0.03507972258478923,0.02515515894362358,0.0002740692072280193,0.029482254629096285,-0.00019872854858712973
Prot__O00462,-0.5686258800086268,-0.00023382318041137714,-0.010085263410181428,-0.031457794019042355,-0.19543163329713814,0.010918105419975208,-0.03238154229862829,0.5679313299474317,0.0021816964200763365,-0.0022463924270027923
Prot__O00468,0.8356165044719432,-0.0008765528316716719,-0.08585221359942954,-0.00128796012042143,0.6244415511442909,-0.31293483732197136,0.03302492981886762,0.162422386696157,0.007742761953723184,0.0072991160178424
Prot__O00469,-1.054062197287766,-9.452308361013118e-05,0.8291021716469853,0.052860655540307604,0.13729412112359557,0.16243373538125477,-0.048233332981470825,0.43204726715530045,0.017700283930482636,0.0016049502349687835
Prot__O00470;A6NDR6;Q99687;A8K0S8,0.2492441647037636,-0.0005922537628442065,0.028919003884198408,0.013477468995786963,-0.14743109963582487,0.09139178311150828,-0.040881076400147244,0.005567719724709006,0.004935377795672358,0.002025485028791878
Prot__O00471,0.06579139266643078,0.0008668193740921674,0.015166854130522996,0.016816703046842834,-0.35459024011361845,-0.012851884707887668,0.05348088569481624,0.07171173493339282,-0.002123273290248389,0.0025361142693416236
Prot__O00478,0.7500650424679968,-0.0006791102274500409,-0.14782705896253898,-0.008439780788157734,0.7440953552353046,-0.14068648580317888,0.11611926243627681,-0.8974357587272499,-0.002496989830083674,-0.01946032979268427
Prot__O00479,0.0998664437624524,0.0005845288460185239,-0.23827531522709225,0.04445216537861915,-0.4745216406227631,-0.05895027941574722,0.012463206814964623,-0.13617998075258425,0.007612646160957357,1.2699554456444475e-05
Prot__O00481,0.6222607054261144,-0.00012441158981364467,-0.037608716805633664,0.02710014908069815,0.8419639195118139,-0.5277968168168425,-0.006703241446770799,-0.18948236079295108,-0.007451892921630413,9.355979198053652e-05
Prot__O00483,0.21774714416925697,0.00027999452151802667,-0.060396957753075985,0.025634954533235232,0.23255143100378325,-0.0028120815792943743,0.004631138792264389,-0.046086994263692324,0.017440091579449608,-0.007726075921872326
Prot__O00487,-0.28456772090826676,-0.0009708947207910552,0.026978163483421996,-0.01154060905653048,-0.47386125382056543,-0.05204472609306196,0.0044447438569286775,-0.06749633091955624,0.0011543728742487436,-0.005158396552189271
Prot__O00499,-0.2658476782076362,0.0003954083950225195,-0.14601704584725203,0.021851098265517434,-1.1241707478917247,0.07362237043121059,0.04075289302560794,-0.6665067902101907,-0.005943752931937171,0.008294193876807387
Prot__O00501,1.1211677702330811,-0.00021026332624205033,0.28460191604702356,-0.00749583790167649,0.9549067674229511,0.016599754217376507,-0.003338008699356979,0.14910252904814197,-0.004938252601306662,-0.001217924172433797
Prot__O00505,-0.09337595459700455,-0.0005818999663514251,0.06562354175643856,-0.02660816059829306,-0.2153725332494082,-0.022824073687118942,-0.038394544472627724,0.04786403245937397,-0.006064868248246655,-0.0001643799819711745
Prot__O00515,-0.7134375420231068,0.000655815844537316,-0.637864902588513,-0.0013592961106484438,0.1805786740282474,-0.018006985390995114,0.0181789317467721,0.0705406314560034,-0.001697408540478678,-0.00672933110403462
